product,shippeddate,squareftcost,QTYTotal,VALTotal,productcode,productname,squareft,source,month,year,price,QTYScrap,VALScrap,QTYScrapDamaged,VALScrapDamaged,QTYScrapExistingCurrent,VALScrapExistingCurrent,QTYScrapOther,VALScrapOther,QTYScrapReturns,VALScrapReturns,QTYScrapStock,VALScrapStock,QTYDamage,VALDamage,QTYItemOrder,VALItemOrder,QTYKeepActive,VALKeepActive,QTYMakeInactiveObsolete,VALMakeInactiveObsolete,QTYOther,VALOther,QTYStock,VALStock
"2019 Amplify 2.0 Biggie FRAME Only (60"x60") (A2FSFD)",01apr2022,22.05,,,"A2FSFD","2019 Amplify 2.0 Biggie FRAME Only (60"x60")",35,"Tempur",4,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify 2.0 Biggie FRAME Only (60"x60") (A2FSFD)",01may2022,22.05,,,"A2FSFD","2019 Amplify 2.0 Biggie FRAME Only (60"x60")",35,"Tempur",5,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify 2.0 Biggie FRAME Only (60"x60") (A2FSFD)",01jun2022,22.05,,,"A2FSFD","2019 Amplify 2.0 Biggie FRAME Only (60"x60")",35,"Tempur",6,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify 2.0 Biggie FRAME Only (60"x60") (A2FSFD)",01jul2022,22.05,,,"A2FSFD","2019 Amplify 2.0 Biggie FRAME Only (60"x60")",35,"Tempur",7,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01aug2019,43.75,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",69.444444,"Tempur",8,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01sep2019,43.75,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",69.444444,"Tempur",9,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01oct2019,43.75,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",69.444444,"Tempur",10,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01nov2019,43.75,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",69.444444,"Tempur",11,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01dec2019,43.75,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",69.444444,"Tempur",12,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01jan2020,43.75,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",69.444444,"Tempur",1,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01feb2020,43.75,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",69.444444,"Tempur",2,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01mar2020,43.75,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",69.444444,"Tempur",3,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01apr2020,43.75,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",69.444444,"Tempur",4,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01may2020,43.8,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",69.5,"Tempur",5,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01jun2020,35.04,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",55.6,"Tempur",6,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01jul2020,35.04,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",55.6,"Tempur",7,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01aug2020,35.04,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",55.6,"Tempur",8,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01sep2020,35.04,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",55.6,"Tempur",9,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01oct2020,35.04,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",55.6,"Tempur",10,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01nov2020,35.04,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",55.6,"Tempur",11,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01dec2020,35.04,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",55.6,"Tempur",12,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01jan2021,35.04,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",55.6,"Tempur",1,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01feb2021,35.04,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",55.6,"Tempur",2,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01mar2021,35.04,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",55.6,"Tempur",3,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01apr2021,35.04,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",55.6,"Tempur",4,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01may2021,35.04,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",55.6,"Tempur",5,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01jun2021,26.28,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",41.7,"Tempur",6,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01jul2021,26.28,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",41.7,"Tempur",7,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01aug2021,26.28,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",41.7,"Tempur",8,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01sep2021,26.28,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",41.7,"Tempur",9,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01oct2021,26.28,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",41.7,"Tempur",10,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01nov2021,26.28,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",41.7,"Tempur",11,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01dec2021,26.28,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",41.7,"Tempur",12,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01jan2022,26.28,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",41.7,"Tempur",1,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01feb2022,26.28,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",41.7,"Tempur",2,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01mar2022,26.28,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",41.7,"Tempur",3,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01apr2022,26.28,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",41.7,"Tempur",4,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01may2022,26.28,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",41.7,"Tempur",5,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01jun2022,26.28,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",41.7,"Tempur",6,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Amplify Lite Frame Only (black 4x4) (TPABF19)",01jul2022,26.28,,,"TPABF19","2019 Amplify Lite Frame Only (black 4x4)",41.7,"Tempur",7,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Ashley RSA product guides (all brands) 2 page (TPARPG18)",01feb2019,.9975,,,"TPARPG18","2019 Ashley RSA product guides (all brands) 2 page",1.5833333,"Tempur",2,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Ashley RSA product guides (all brands) 2 page (TPARPG18)",01aug2019,.9975,,,"TPARPG18","2019 Ashley RSA product guides (all brands) 2 page",1.5833333,"Tempur",8,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Ashley RSA product guides (all brands) 2 page (TPARPG18)",01sep2019,.9975,,,"TPARPG18","2019 Ashley RSA product guides (all brands) 2 page",1.5833333,"Tempur",9,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Ashley RSA product guides (all brands) 2 page (TPARPG18)",01jan2020,.9975,,,"TPARPG18","2019 Ashley RSA product guides (all brands) 2 page",1.5833333,"Tempur",1,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Ashley RSA product guides (all brands) 2 page (TPARPG18)",01feb2020,.9975,,,"TPARPG18","2019 Ashley RSA product guides (all brands) 2 page",1.5833333,"Tempur",2,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Ashley RSA product guides (all brands) 2 page (TPARPG18)",01mar2020,.9975,,,"TPARPG18","2019 Ashley RSA product guides (all brands) 2 page",1.5833333,"Tempur",3,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Ashley RSA product guides (all brands) 2 page (TPARPG18)",01apr2020,.9975,,,"TPARPG18","2019 Ashley RSA product guides (all brands) 2 page",1.5833333,"Tempur",4,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Ashley RSA product guides (all brands) 2 page (TPARPG18)",01may2020,1.01,,,"TPARPG18","2019 Ashley RSA product guides (all brands) 2 page",1.6,"Tempur",5,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Ashley RSA product guides (all brands) 2 page (TPARPG18)",01jun2020,1.01,,,"TPARPG18","2019 Ashley RSA product guides (all brands) 2 page",1.6,"Tempur",6,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Ashley RSA product guides (all brands) 2 page (TPARPG18)",01jul2020,1.01,,,"TPARPG18","2019 Ashley RSA product guides (all brands) 2 page",1.6,"Tempur",7,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Ashley RSA product guides (all brands) 2 page (TPARPG18)",01aug2020,1.01,,,"TPARPG18","2019 Ashley RSA product guides (all brands) 2 page",1.6,"Tempur",8,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Ashley RSA product guides (all brands) 2 page (TPARPG18)",01sep2020,1.01,,,"TPARPG18","2019 Ashley RSA product guides (all brands) 2 page",1.6,"Tempur",9,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Ashley RSA product guides (all brands) 2 page (TPARPG18)",01oct2020,1.01,,,"TPARPG18","2019 Ashley RSA product guides (all brands) 2 page",1.6,"Tempur",10,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Ashley RSA product guides (all brands) 2 page (TPARPG18)",04nov2020,,11,22,"TPARPG18","2019 Ashley RSA product guides (all brands) 2 page",,"",,,2,,,,,,,,,,,11,22,,,,,,,11,22,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01nov2019,8.3125,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.194444,"Sealy",11,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01dec2019,8.3125,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.194444,"Sealy",12,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01jan2020,8.3125,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.194444,"Sealy",1,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01feb2020,8.3125,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.194444,"sealy",2,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01mar2020,8.3125,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.194444,"sealy",3,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01apr2020,8.3125,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.194444,"sealy",4,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01may2020,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"Sealy",5,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01jun2020,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"Sealy",6,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01jul2020,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"Sealy",7,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01aug2020,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"sealy",8,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01sep2020,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"Sealy",9,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01oct2020,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"sealy",10,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01nov2020,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"Sealy",11,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01dec2020,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"Sealy",12,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01jan2021,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"Sealy",1,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01feb2021,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"Sealy",2,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01mar2021,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"Sealy",3,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01apr2021,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"sealy",4,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01may2021,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"sealy",5,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01jun2021,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"sealy",6,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01jul2021,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"sealy",7,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01aug2021,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"Sealy",8,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01sep2021,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"Sealy",9,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01oct2021,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"Sealy",10,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01nov2021,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"Sealy",11,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01dec2021,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"Sealy",12,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01jan2022,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"Sealy",1,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01feb2022,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"Sealy",2,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01mar2022,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"Sealy",3,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01apr2022,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"Sealy",4,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01may2022,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"Sealy",5,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01jun2022,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"Sealy",6,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Crown Jewel Feature Cards (set of 13 cards) (SCJFC19)",01jul2022,8.32,,,"SCJFC19","2019 Buying Group Crown Jewel Feature Cards (set of 13 cards)",13.2,"Sealy",7,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01nov2019,8.4,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.333333,"Sealy",11,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01dec2019,8.4,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.333333,"Sealy",12,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01jan2020,8.4,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.333333,"Sealy",1,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01feb2020,8.4,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.333333,"sealy",2,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01mar2020,8.4,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.333333,"sealy",3,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01apr2020,8.4,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.333333,"sealy",4,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01may2020,8.38,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.3,"Sealy",5,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01jun2020,8.38,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.3,"Sealy",6,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01jul2020,8.38,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.3,"Sealy",7,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01aug2020,8.38,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.3,"sealy",8,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01sep2020,8.38,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.3,"Sealy",9,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01oct2020,8.38,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.3,"sealy",10,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01nov2020,8.38,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.3,"Sealy",11,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01dec2020,8.38,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.3,"Sealy",12,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01jan2021,8.38,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.3,"Sealy",1,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01feb2021,8.38,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.3,"Sealy",2,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01mar2021,8.38,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.3,"Sealy",3,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01apr2021,8.38,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.3,"sealy",4,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01may2021,8.38,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.3,"sealy",5,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01jun2021,8.38,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.3,"sealy",6,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01jul2021,8.38,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.3,"sealy",7,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01aug2021,8.38,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.3,"Sealy",8,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01sep2021,8.38,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.3,"Sealy",9,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"2019 Buying Group Golden Elegance Feature Cards (set of 13 cards) (SGEFC19)",01oct2021,8.38,,,"SGEFC19","2019 Buying Group Golden Elegance Feature Cards (set of 13 cards)",13.3,"Sealy",10,2021,,,,,,,,,,,,,,,,,,,,,,,,,
