product,shippeddate,squareftcost,QTYTotal,VALTotal,productcode,productname,squareft,source,month,year,price,QTYScrap,VALScrap,QTYScrapDamaged,VALScrapDamaged,QTYScrapExistingCurrent,VALScrapExistingCurrent,QTYScrapOther,VALScrapOther,QTYScrapReturns,VALScrapReturns,QTYScrapStock,VALScrapStock,QTYDamage,VALDamage,QTYItemOrder,VALItemOrder,QTYKeepActive,VALKeepActive,QTYMakeInactiveObsolete,VALMakeInactiveObsolete,QTYOther,VALOther,QTYStock,VALStock
"(Box of 150) 2018 Tempur Retail SF Catalog (Evergreen) (TPSTSFCL-2)",01jan2019,8.4,,,"TPSTSFCL-2","(Box of 150) 2018 Tempur Retail SF Catalog (Evergreen)",13.333333,"Sealy",1,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Box of 150) 2018 Tempur Retail SF Catalog (Evergreen) (TPSTSFCL-2)",01feb2019,8.4,,,"TPSTSFCL-2","(Box of 150) 2018 Tempur Retail SF Catalog (Evergreen)",13.333333,"Sealy",2,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Box of 150) 2018 Tempur Retail SF Catalog (Evergreen) (TPSTSFCL-2)",01mar2019,8.4,,,"TPSTSFCL-2","(Box of 150) 2018 Tempur Retail SF Catalog (Evergreen)",13.333333,"sealy",3,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Box of 150) 2018 Tempur Retail SF Catalog (Evergreen) (TPSTSFCL-2)",01apr2019,8.4,,,"TPSTSFCL-2","(Box of 150) 2018 Tempur Retail SF Catalog (Evergreen)",13.333333,"sealy",4,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Box of 150) 2018 Tempur Retail SF Catalog (Evergreen) (TPSTSFCL-2)",01may2019,8.4,,,"TPSTSFCL-2","(Box of 150) 2018 Tempur Retail SF Catalog (Evergreen)",13.333333,"sealy",5,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Box of 150) 2018 Tempur Retail SF Catalog (Evergreen) (TPSTSFCL-2)",01jun2019,8.4,,,"TPSTSFCL-2","(Box of 150) 2018 Tempur Retail SF Catalog (Evergreen)",13.333333,"Sealy",6,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Box of 50) 2108 Tempur Retail TP Catalog (Evergreen) (**TPSTTPCL-8**OLD**)",01sep2019,0,,,"**TPSTTPCL-8**OLD**","(Box of 50) 2108 Tempur Retail TP Catalog (Evergreen)",0,"Tempur",9,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Box of 75) 2108 Tempur Retail TP Catalog (Evergreen) (TPSTTPCL-8)",01jan2019,16.8,,,"TPSTTPCL-8","(Box of 75) 2108 Tempur Retail TP Catalog (Evergreen)",26.666667,"Tempur",1,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Box of 75) 2108 Tempur Retail TP Catalog (Evergreen) (TPSTTPCL-8)",01feb2019,16.8,,,"TPSTTPCL-8","(Box of 75) 2108 Tempur Retail TP Catalog (Evergreen)",26.666667,"Tempur",2,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Box of 75) 2108 Tempur Retail TP Catalog (Evergreen) (TPSTTPCL-8)",01apr2019,8.4,,,"TPSTTPCL-8","(Box of 75) 2108 Tempur Retail TP Catalog (Evergreen)",13.333333,"Tempur",4,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Box of 75) 2108 Tempur Retail TP Catalog (Evergreen) (TPSTTPCL-8)",01may2019,8.4,,,"TPSTTPCL-8","(Box of 75) 2108 Tempur Retail TP Catalog (Evergreen)",13.333333,"Tempur",5,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Box of 75) 2108 Tempur Retail TP Catalog (Evergreen) (TPSTTPCL-8)",01jul2019,8.4,,,"TPSTTPCL-8","(Box of 75) 2108 Tempur Retail TP Catalog (Evergreen)",13.333333,"Tempur",7,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Box of 75) 2108 Tempur Retail TP Catalog (Evergreen) (TPSTTPCL-8)",01aug2019,8.4,,,"TPSTTPCL-8","(Box of 75) 2108 Tempur Retail TP Catalog (Evergreen)",13.333333,"Tempur",8,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Pack of 24) 2019 Price Increase 6.23.19 TP Portrait Hawaii/Guam (TPFP0623-PHGA)",04nov2020,,3,0,"TPFP0623-PHGA","(Pack of 24) 2019 Price Increase 6.23.19 TP Portrait Hawaii/Guam",,"",,,0,,,,,,,,,,,3,0,,,,,,,3,0,,,,
"(Set of 24 cards) 2017 Crown Jewel Collection Feature/Price Card (SSA9323)",01jan2019,3.4945,,,"SSA9323","(Set of 24 cards) 2017 Crown Jewel Collection Feature/Price Card",5.546875,"Sealy",1,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Set of 24 cards) 2017 Crown Jewel Collection Feature/Price Card (SSA9323)",01feb2019,3.4945,,,"SSA9323","(Set of 24 cards) 2017 Crown Jewel Collection Feature/Price Card",5.546875,"Sealy",2,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Set of 24 cards) 2017 Crown Jewel Collection Feature/Price Card (SSA9323)",01mar2019,3.4945,,,"SSA9323","(Set of 24 cards) 2017 Crown Jewel Collection Feature/Price Card",5.546875,"sealy",3,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Set of 24 cards) 2017 Crown Jewel Collection Feature/Price Card (SSA9323)",01apr2019,3.4945,,,"SSA9323","(Set of 24 cards) 2017 Crown Jewel Collection Feature/Price Card",5.546875,"sealy",4,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Set of 24 cards) 2017 Crown Jewel Collection Feature/Price Card (SSA9323)",01may2019,3.4945,,,"SSA9323","(Set of 24 cards) 2017 Crown Jewel Collection Feature/Price Card",5.546875,"sealy",5,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Set of 24 cards) 2017 Crown Jewel Collection Feature/Price Card (SSA9323)",01jun2019,3.4945,,,"SSA9323","(Set of 24 cards) 2017 Crown Jewel Collection Feature/Price Card",5.546875,"Sealy",6,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Set of 24 cards) 2017 Crown Jewel Collection Feature/Price Card (SSA9323)",01jul2019,3.4945,,,"SSA9323","(Set of 24 cards) 2017 Crown Jewel Collection Feature/Price Card",5.546875,"Sealy",7,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Set of 24 cards) 2017 Golden Elegance Collection Feature/Price Cards (SSA9423)",01jan2019,8.4,,,"SSA9423","(Set of 24 cards) 2017 Golden Elegance Collection Feature/Price Cards",13.333333,"Sealy",1,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Set of 24 cards) 2017 Golden Elegance Collection Feature/Price Cards (SSA9423)",01feb2019,8.4,,,"SSA9423","(Set of 24 cards) 2017 Golden Elegance Collection Feature/Price Cards",13.333333,"Sealy",2,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Set of 24 cards) 2017 Golden Elegance Collection Feature/Price Cards (SSA9423)",01mar2019,8.4,,,"SSA9423","(Set of 24 cards) 2017 Golden Elegance Collection Feature/Price Cards",13.333333,"sealy",3,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Set of 24 cards) 2017 Golden Elegance Collection Feature/Price Cards (SSA9423)",01apr2019,8.4,,,"SSA9423","(Set of 24 cards) 2017 Golden Elegance Collection Feature/Price Cards",13.333333,"sealy",4,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Set of 24 cards) 2017 Golden Elegance Collection Feature/Price Cards (SSA9423)",01may2019,8.4,,,"SSA9423","(Set of 24 cards) 2017 Golden Elegance Collection Feature/Price Cards",13.333333,"sealy",5,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Set of 24 cards) 2017 Golden Elegance Collection Feature/Price Cards (SSA9423)",01jun2019,8.4,,,"SSA9423","(Set of 24 cards) 2017 Golden Elegance Collection Feature/Price Cards",13.333333,"Sealy",6,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(Set of 24 cards) 2017 Golden Elegance Collection Feature/Price Cards (SSA9423)",01jul2019,8.4,,,"SSA9423","(Set of 24 cards) 2017 Golden Elegance Collection Feature/Price Cards",13.333333,"Sealy",7,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 200) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01feb2019,.8843,,,"TRSR19","(bag of 200) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4036458,"Tempur",2,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 200) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01mar2019,.8843,,,"TRSR19","(bag of 200) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4036458,"Tempur",3,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 200) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01apr2019,.8843,,,"TRSR19","(bag of 200) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4036458,"Tempur",4,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01may2019,.8843,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4036458,"Tempur",5,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01jun2019,.8843,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4036458,"Tempur",6,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01jul2019,.8843,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4036458,"Tempur",7,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01aug2019,.8843,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4036458,"Tempur",8,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01sep2019,.8843,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4036458,"Tempur",9,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01oct2019,.8843,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4036458,"Tempur",10,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01nov2019,.8843,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4036458,"Tempur",11,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01dec2019,.8843,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4036458,"Tempur",12,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01jan2020,.8843,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4036458,"Tempur",1,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01feb2020,.8843,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4036458,"Tempur",2,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01mar2020,.8843,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4036458,"Tempur",3,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01apr2020,.8843,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4036458,"Tempur",4,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01may2020,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",5,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01jun2020,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",6,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01jul2020,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",7,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01aug2020,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",8,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01sep2020,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",9,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01oct2020,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",10,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01nov2020,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",11,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01dec2020,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",12,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01jan2021,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",1,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01feb2021,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",2,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01mar2021,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",3,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01apr2021,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",4,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01may2021,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",5,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01jun2021,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",6,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01jul2021,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",7,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01aug2021,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",8,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01sep2021,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",9,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01oct2021,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",10,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01nov2021,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",11,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01dec2021,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",12,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01jan2022,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",1,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01feb2022,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",2,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01mar2022,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",3,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01may2022,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",5,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01jun2022,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",6,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons  (TRSR19)",01jul2022,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons ",1.4,"Tempur",7,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons (TRSR19)",01apr2022,.88,,,"TRSR19","(bag of 50) 2019 Tempur Retail Stores ONLY Pillow Hangtag Ribbons",1.4,"Tempur",4,2022,,,,,,,,,,,,,,,,,,,,,,,,,
"(pack of 12) TempurSealy Balloons (TSI-BALLOON)",01sep2019,0,,,"TSI-BALLOON","(pack of 12) TempurSealy Balloons",0,"Tempur",9,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card (TPFP0623-P)",01jul2019,8.4,,,"TPFP0623-P","(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card",13.333333,"Tempur",7,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card (TPFP0623-P)",01aug2019,8.4,,,"TPFP0623-P","(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card",13.333333,"Tempur",8,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card (TPFP0623-P)",01sep2019,8.4,,,"TPFP0623-P","(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card",13.333333,"Tempur",9,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card (TPFP0623-P)",01oct2019,8.4,,,"TPFP0623-P","(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card",13.333333,"Tempur",10,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card (TPFP0623-P)",01nov2019,8.4,,,"TPFP0623-P","(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card",13.333333,"Tempur",11,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card (TPFP0623-P)",01dec2019,8.4,,,"TPFP0623-P","(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card",13.333333,"Tempur",12,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card (TPFP0623-P)",01jan2020,8.4,,,"TPFP0623-P","(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card",13.333333,"Tempur",1,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card (TPFP0623-P)",01feb2020,8.4,,,"TPFP0623-P","(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card",13.333333,"Tempur",2,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card (TPFP0623-P)",01mar2020,8.4,,,"TPFP0623-P","(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card",13.333333,"Tempur",3,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card (TPFP0623-P)",01apr2020,8.4,,,"TPFP0623-P","(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card",13.333333,"Tempur",4,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card (TPFP0623-P)",01may2020,8.38,,,"TPFP0623-P","(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card",13.3,"Tempur",5,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card (TPFP0623-P)",01aug2020,8.38,,,"TPFP0623-P","(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card",13.3,"Tempur",8,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card (TPFP0623-P)",01sep2020,8.38,,,"TPFP0623-P","(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card",13.3,"Tempur",9,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card (TPFP0623-P)",01oct2020,8.38,,,"TPFP0623-P","(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card",13.3,"Tempur",10,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card (TPFP0623-P)",01nov2020,8.38,,,"TPFP0623-P","(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card",13.3,"Tempur",11,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card (TPFP0623-P)",01dec2020,8.38,,,"TPFP0623-P","(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card",13.3,"Tempur",12,2020,,,,,,,,,,,,,,,,,,,,,,,,,
"(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card (TPFP0623-P)",01jan2021,8.38,,,"TPFP0623-P","(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card",13.3,"Tempur",1,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card (TPFP0623-P)",01feb2021,8.38,,,"TPFP0623-P","(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card",13.3,"Tempur",2,2021,,,,,,,,,,,,,,,,,,,,,,,,,
"(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card (TPFP0623-P)",26feb2021,,3,32.64,"TPFP0623-P","(pack of 24) 2019 PRICE INCREASE 6.23.19 TP Portrait Price Card",,"",,,10.88,,,,,,,,,,,3,32.64,,,,,,,3,32.64,,,,
"(pads of 25) Smart Base In-Store App Handout Tear Pad (TPSTAHTP)",17nov2020,,271,75.88,"TPSTAHTP","(pads of 25) Smart Base In-Store App Handout Tear Pad",,"",,,.28,,,,,,,,,,,271,75.88,,,,,,,,,271,75.88,,
"(pads of 25) Smart Base In-Store App Handout Tear Pad (TPSTAHTP)",13may2021,,3,98.97,"TPSTAHTP","(pads of 25) Smart Base In-Store App Handout Tear Pad",,"",,,32.99,3,98.97,,,,,,,,,,,3,98.97,,,,,,,,,,
"(pads of 25) Smart Base In-Store App Handout Tear Pad (TPSTAHTP)",01jul2022,,119,697.34,"TPSTAHTP","(pads of 25) Smart Base In-Store App Handout Tear Pad",,"",,,5.86,119,697.34,,,,,,,,,,,,,,,,,,,,,119,697.34
"1 Set of 8 Graphics in Frames (SF19L-4)",01mar2019,478.3625,,,"SF19L-4","1 Set of 8 Graphics in Frames",759.30556,"sealy",3,2019,,,,,,,,,,,,,,,,,,,,,,,,,
"1 Set of 8 Graphics in Frames (SF19L-4)",01apr2019,435.05,,,"SF19L-4","1 Set of 8 Graphics in Frames",690.55556,"sealy",4,2019,,,,,,,,,,,,,,,,,,,,,,,,,
